m0001,m0002,m0003,m0004,m0005,m0006,m0007,m0008,m0009,m0010,m0011,m0012,m0013,m0014,m0015,m0016,m0017,m0018,m0019,m0020,m0021,m0022,m0023,m0024,m0025,m0026,m0027,m0028,m0029,m0030,m0031,m0032,m0033,m0034,m0035,m0036,m0037,m0038,m0039,m0040,m0041,m0042,m0043,m0044,m0045,m0046,m0047,m0048,m0049,m0050,m0051,m0052,m0053,m0054,m0055,m0056,m0057,m0058,m0059,m0060,m0061,m0062,m0063,m0064,m0065,m0066,m0067,m0068,m0069,m0070,m0071,m0072,m0073,m0074,m0075,m0076,m0077,m0078,m0079,m0080,m0081,m0082,m0083,m0084,m0085,m0086,m0087,m0088,m0089,m0090,m0091,m0092,m0093,m0094,m0095,m0096,m0097,m0098,m0099,m0100,m0101,m0102,m0103,m0104,m0105,m0106,m0107,m0108,m0109,m0110,m0111,m0112,m0113,m0114,m0115,m0116,m0117,m0118,m0119,m0120,m0121,m0122,m0123,m0124,m0125,m0126,m0127,m0128,m0129,m0130,m0131,m0132,m0133,m0134,m0135,m0136,m0137,m0138,m0139,m0140,m0141,m0142,m0143,m0144,m0145,m0146,m0147,m0148,m0149,m0150,m0151,m0152,m0153,m0154,m0155,m0156,m0157,m0158,m0159,m0160,m0161,m0162,m0163,m0164,m0165,m0166,m0167,m0168,m0169,m0170,m0171,m0172,m0173,m0174,m0175,m0176,m0177,m0178,m0179,m0180,m0181,m0182,m0183,m0184,m0185,m0186,m0187,m0188,m0189,m0190,m0191,m0192,m0193,m0194,m0195,m0196,m0197,m0198,m0199,m0200,m0201,m0202,m0203,m0204,m0205,m0206,m0207,m0208,m0209,m0210,m0211,m0212,m0213,m0214,EW,EL,ED,KRN,KNPR,CW,CD,SH
-6.8300521,-2.715552635,-3.647583713,-3.861008152,-3.047958002,-5.032973464,-2.85014737,-3.447261137,-6.527806358,-4.484341346,-4.98212761,-4.465745392,-2.964675053,-2.260868841,-2.753902754,-7.52674978,0.233379531,-3.150006298,-2.201709461,-5.669278788,-5.636429876,-3.425806643,-4.662590888,-6.920123773,-4.182603414,-3.242919142,-4.991935687,-3.640138272,-2.158725983,-1.410653273,-1.786250478,0.175283383,-1.675412329,0.469035942,-6.493866926,5.026441974,-2.83830238,-1.958073138,-3.442272134,-1.76374895,-2.273052856,-3.99832862,-3.992482565,-3.005393688,-3.360467261,0.503016375,4.011985895,-4.025679097,-4.060612891,-0.670937381,-5.966643665,-3.033442333,-2.195347601,-4.027919599,0.016797231,-1.183409641,-6.374535491,2.714477862,-5.716079403,-6.701700249,-4.936516231,-3.546555876,-5.895946614,-3.773506149,0.687803972,-3.892472918,-0.588879527,-4.237507283,-5.62394879,0.928818089,-4.321584515,-3.080144827,5.626669136,4.641203638,-5.813852751,-1.376943207,2.587989041,2.044772415,-6.879096464,0.137607652,4.493479737,3.316004279,-5.057557939,2.045083308,-5.374060412,-3.586589953,-4.55017416,-8.350034662,-1.209502764,0.87040016,-0.483988858,-2.104124764,-0.498770997,-0.973509877,5.744185885,3.315658038,-0.494455974,-5.443143941,3.992408634,4.211093832,2.259017355,-5.694564061,-1.19249127,5.022962972,-1.749004738,-2.844624062,0.483396315,-6.421872975,-8.6485964,-0.108057582,-6.731225044,-3.988295277,-4.440405677,-1.150082561,0.328186986,-1.185205772,0.381785656,-1.396320596,0.94784394,-2.612204918,2.41560367,-2.534759118,-7.146452088,-1.475427414,2.812493741,-0.641960283,-1.193198272,-5.248133686,-0.530087145,-3.717585513,-1.9825802,-4.522531422,-3.158572557,0.680561111,-3.607938968,0.268408003,0.698409962,-4.25927763,-4.054699817,1.497250025,-5.429751159,2.838350901,-3.657667492,-3.313248831,-2.138158868,-0.095532157,-3.937217939,-0.87884373,-5.713672878,-3.49902998,-0.245320391,-7.355651917,-4.705281624,-0.203700015,-1.327925524,5.226676789,-4.523321436,3.908117233,-2.587622393,-0.083672803,-3.168116327,2.381803239,-3.984845384,-1.007879269,-6.2103242,-6.631878874,0.411042942,-3.25642885,-0.325985827,-5.507863368,1.603377858,-8.190947476,-0.738398117,-4.746811829,-3.948314982,-5.75637732,-4.118925327,2.718994259,-2.248242549,-2.963155723,-1.197789131,-5.904944674,-1.119199001,-3.942843858,-3.619436841,2.451698926,-5.477182709,8.010360981,-1.669205924,-5.653625508,-5.155813553,0.681389894,-6.362233066,-2.142906408,-1.368607764,-2.452706344,-3.788306382,-4.093086506,-4.125507984,1.334241681,-7.818370446,-5.191366022,-4.733342903,-4.060039596,-2.338633475,-1.15589013,1.082583064,-4.035976744,-4.533896476,-5.463721953,2.07235707,-5.883823328,-3.318153047,-5.198498734,30.13,13.33,24.48,7.92,20.87,6.23,16.4,0.32
-7.451596615,-2.617349452,-3.960934665,-3.031112164,-3.226301316,-4.59848228,-2.897472279,-3.535869252,-6.44763316,-3.320557003,-4.653342117,-4.658200132,-3.037241429,-2.461678031,-2.588356156,-7.246601721,-0.286890218,-2.288246275,-2.445779032,-4.817856799,-5.256968449,-3.159138892,-4.687697028,-7.308152053,-4.4377719,-3.160456007,-4.825872692,-3.782794522,-2.573771363,-1.370773588,-1.717511344,-0.149826832,-1.566533892,0.42293452,-9.243162632,4.902585687,-3.427001833,-2.256643358,2.181758442,-1.414980816,-2.145983294,-4.904161047,-4.139225451,-3.13772801,-4.618114873,0.144064888,3.720823159,-3.545102965,-3.361567942,-0.696617239,-5.968013708,-3.030278381,-2.41419505,-4.1247159,-0.02058622,0.220614706,-5.843665975,2.697044313,-5.608680007,-9.681283181,-4.611448568,-3.647079414,-5.895946614,-3.870442671,0.910208426,-3.810521327,-1.291378383,-4.664798935,-5.390402786,0.900918937,-4.095545813,-2.560468968,5.686633369,4.720670534,-5.690621649,-0.541022951,2.318259418,2.135715342,-6.150858522,0.450880108,4.629424295,3.384018359,-5.265664658,1.381863385,-3.883601322,-3.587674522,-4.160557361,-8.449613274,-1.863949335,1.309936332,-0.600560773,-2.488338759,-0.785156471,-1.118228986,5.789004874,3.380765644,-0.734915112,-5.978697671,3.77600361,4.39981091,1.483623168,-5.29696651,-1.25155982,4.575378637,-1.727162512,-4.039476713,0.547061712,-5.904840079,-8.134040783,-0.282940009,-7.288523222,-3.888629897,-4.641692508,-0.760902087,0.613581518,-5.896712275,0.78915208,-1.626106302,1.025173267,-3.079740596,2.552376503,-2.489993666,-5.747345701,-3.144729451,3.059544268,-0.62503938,-1.311721589,-4.675767871,0.880620051,-3.47914414,-1.881051833,-4.121160512,-2.977715033,0.425502887,-3.184990481,0.368415507,0.778841804,-4.122542122,-3.149348977,1.538759046,-5.220160833,2.806800938,-3.25285604,-3.106635304,-1.907814833,-0.332184487,-4.840089752,-1.037637007,-5.393735201,-2.989911698,-0.361757306,-7.376207497,-4.166245274,-0.860116705,-1.486495138,5.311483301,-4.927085875,3.76789235,-3.543515839,0.079087442,-3.531012362,2.267424935,-4.060129911,0.442061702,-6.488784173,-6.299196737,0.618987605,-3.115057821,-0.468971736,-4.527216994,1.590183034,-7.277928093,-0.655929833,-4.787796272,-4.209425023,-5.492351987,-3.877590076,2.816061085,-2.250426583,-2.86374302,-0.801957433,-4.632383845,-0.944194552,-2.246225184,-3.141724666,2.831031391,-6.076294193,8.080318365,-0.072009684,-5.145632134,-4.288301666,2.217359071,-5.942690246,-2.299308279,-1.191552312,-2.099427168,-4.628172408,-4.183444789,-4.53481774,1.16161906,-8.535343241,-4.079165613,-4.955296371,-4.047327635,-2.600131094,-1.432988885,1.346113968,-3.300201382,-4.58264035,-4.766657519,2.140083918,-5.896712275,-2.920118608,-4.131058306,31.66,13.55,23.9,8.02,20.41,5.55,15.67,0.37
-7.070078192,-1.17333043,-4.058081031,-2.408516205,-4.664617473,-5.079002096,-2.214502237,-1.842070284,-6.279554729,-2.058264853,-6.708661847,-3.579444739,-2.094847292,-1.985802366,-2.204193947,-6.95745517,-0.263239664,-1.3303444,-2.257648557,-4.894070347,-3.025189911,-3.120624824,-4.475510008,-7.087981543,-2.739133679,-3.104400667,-5.227362844,-3.016234598,-3.461341873,-1.340759609,-1.192974578,0.076501608,-0.38313147,0.692791184,-5.631145363,5.529375768,-2.924828025,-1.82273608,3.570115653,-2.105729899,-1.629676312,-4.633334556,-3.447191159,-2.484621531,-2.71118873,1.230564776,3.61314907,-2.309764234,-4.016056071,-0.03229283,-4.358843625,1.096553254,-2.425925479,-1.585955954,-0.057736442,-0.580582906,-5.758566722,2.834724267,-5.530807784,-4.579049061,-4.665457316,-4.145601313,-4.325939222,-3.523302674,1.603698423,-3.009821034,-1.712996394,-4.269730249,-3.830368051,1.010773568,-2.856583039,-1.393095569,6.462104402,5.498640053,-3.708950373,-0.710430187,1.967151308,0.858342047,-4.139170719,-0.446213609,5.555559099,4.244931709,-4.637448321,3.771537875,-1.497867741,-2.192596209,-2.548386974,-4.963295394,1.900259778,2.074087476,-0.706121289,-1.657777062,-0.015687894,0.934553689,5.995720861,4.249018364,-1.813669472,-5.673882627,3.499873992,4.888050511,-1.116144965,-5.885238494,-0.218066,4.645131224,-1.231761717,-0.78829227,1.464769494,-5.309873634,-7.208471675,-0.69679051,-6.731225044,-3.126202144,-2.509539161,-3.131897826,0.063582823,-1.938974677,0.682686629,-2.466455653,0.521156811,-3.193554932,2.425214034,-1.503957642,-8.11679106,-0.828191766,1.316827731,0.607867739,-0.322112936,-4.641023068,2.559328981,-4.680092631,-0.560199455,-2.430379623,-4.160915851,1.645296588,-1.699422137,1.223649816,-0.15288245,-4.538480359,-3.126394848,0.116421638,-4.458185262,2.979524154,-2.701681647,-3.627867719,-0.155780637,-0.71995894,-3.714589012,-1.372806999,-5.217475702,-1.968943287,-0.479720007,-9.352517622,-2.248705659,-0.222822834,-1.789474294,6.183959485,-5.123314658,3.780973451,-2.48950877,-0.417957262,-2.488393768,2.943698488,-3.528641273,1.706322723,-4.631965903,-4.964328438,1.090166377,-4.465480188,-1.230362978,-4.353645552,1.239682067,-6.797929111,-0.757932122,-4.553430687,-4.195676476,-4.741640799,-2.496216969,2.977499723,-0.916472782,-1.922609167,-2.426993222,-3.688604157,0.483990039,-0.904153857,-2.575427098,3.137268518,-3.85826241,7.944601,1.609904507,-3.445386961,-3.591897836,3.604282853,-6.818954601,-0.796146057,0.85057302,-0.131607669,-4.004320977,-3.0076895,-2.207655851,1.183802086,-7.138393255,-4.741640799,-4.205007768,-3.476001048,-3.124661414,-2.345827255,0.535905638,-1.894972944,-2.718433006,-4.487836574,2.349656859,-5.990749659,-0.633985114,-6.283847194,14.99,9.04,22.9,8.02,10.69,4.21,17.74,0.29
-7.008412516,-2.200023565,-4.647030651,-1.847364991,-2.91503918,-5.95228004,-3.447323611,-2.677547072,-7.457879053,-2.033809725,-5.519443415,-3.937596388,-1.608757825,-1.967617328,-3.657536734,-8.231724606,-0.274985621,-2.952114189,-1.714442041,-4.917222431,-5.735298956,-3.085883579,-4.821424848,-7.55123955,-3.35082938,-3.740444275,-5.073656125,-3.3610298,-4.30415843,-1.221446439,-1.432558808,-2.511114047,-1.30495226,0.452538574,-6.302677781,4.943004856,-3.175667733,-1.123340329,-5.323117712,-1.70578455,-1.905536069,-4.928270144,-3.660920333,-2.734514461,-2.833210095,1.725286559,3.008515549,-5.487852112,-4.225899737,-0.960386804,-5.355207818,1.332641662,-2.51306958,-3.635268765,-0.102050767,-3.267590217,-7.640335984,2.523764552,-6.039784297,-5.188892874,-5.050040066,-3.249851732,-5.51013729,-5.027502963,1.674243051,-3.998789959,-1.106611158,-5.029251071,-4.568420803,0.467111651,-3.92354828,-3.17741117,6.103066018,5.380029767,-3.889332571,-1.128390119,2.039993569,0.52577686,-4.831455229,0.327874248,4.763486767,4.035144762,-4.500890745,2.287749145,-3.56829373,-2.419776738,-2.916251693,-9.50769841,0.794953044,2.055639778,-1.116983143,-1.962681597,0.210691169,-0.582115723,6.143056083,4.038039177,-2.011864806,-4.898889004,3.780433642,4.242580984,1.953363587,-5.20896065,-0.76876611,5.107337339,-1.475645054,-0.727295903,1.143852897,-7.295928208,-9.050394944,-1.457349495,-8.28753566,-3.760339865,-3.186355126,-2.029644686,-0.699734189,-1.269913359,0.043900925,-1.434381687,0.728645707,-2.687519271,1.502886577,-2.219499315,-5.272136758,-0.948408996,1.395780619,-0.020683883,-0.565373939,-4.697838882,-3.437076829,-3.458821114,-2.495443648,-3.486170478,-3.999989289,1.163321578,-3.484610751,0.327857178,-1.309512051,-3.767324883,-3.273482789,1.011842401,-5.718843228,2.543086187,-3.017232178,-3.758163955,-1.76324618,-0.07742652,-3.35400243,-1.103224035,-6.647836155,-3.275244884,-0.287849476,-6.700343338,-3.544724085,-1.159472509,-0.792487523,5.568949477,-4.491462143,4.135920945,-2.003979907,-0.50509605,-3.428285528,2.311164593,-3.261618877,-3.365660185,-4.94434218,-7.499920801,1.263028157,-5.019836453,-0.303642661,-5.414284263,1.219316118,-8.084187332,-0.546334576,-4.676313932,-3.632210367,-6.557280285,-2.64414814,2.061675033,-1.557910945,-2.725275491,-1.174675881,-4.531037344,-0.5576271,-1.927903257,-3.453412915,2.629246134,-5.641939905,7.821697713,-2.950208652,-3.695200009,-4.521902447,-1.079666325,-7.090712377,-1.423248926,-0.335378848,-0.876826059,-4.378415213,-4.384443674,-3.643813342,0.255119231,-8.889332592,-4.411317822,-4.417714607,-4.249546037,-3.258950072,-1.173515553,0.337639238,-2.559615172,-1.467830704,-6.399739017,1.646367211,-5.07871568,-2.653149903,-6.016711835,32.02,12.79,25.39,9.69,20.08,5.99,16.38,0.25
-7.045275835,-2.596783533,-3.467143288,-3.231599291,-3.393073085,-4.676176088,-2.316597207,-2.698410818,-6.925646881,-3.79990345,-4.832716894,-3.423146571,-2.467491446,-2.313099383,-3.387681883,-7.738113128,-0.938278592,-2.92158668,-1.505148662,-5.035951304,-3.262581194,-3.157919061,-4.824963674,-7.245662795,-3.38812123,-3.705853563,-5.07503031,-3.455125585,-2.986049507,-1.263512949,-1.268079681,-1.972026787,-0.426132292,0.342902847,-5.22589423,4.702356981,-2.451275705,-0.840286575,2.212365674,-1.886596972,-2.016886659,-5.764678829,-3.254848241,-2.482424866,-2.395003416,0.3614796,3.181156089,-4.444920086,-4.181048003,-1.521412569,-5.101803872,1.313821839,-2.971162588,-2.463492728,-0.159664368,-1.560306849,-7.514441275,2.552043372,-5.307894459,-5.721962443,-5.597863017,-4.379250493,-5.050829961,-4.435353725,1.638096424,-3.853193818,-2.108304128,-3.399591389,-4.891922073,0.073675273,-3.975117448,-3.29785019,6.510244376,5.857260442,-3.838709415,-0.947678734,1.680328678,0.634677478,-3.302604739,-0.757193133,4.837739392,4.305183688,-5.067621942,3.03625947,-2.16416034,-1.650222193,-2.868744517,-6.988212554,0.65182199,2.065920046,-1.30188021,-2.048267161,-0.013091065,0.1446532,6.259067606,4.306860964,-1.694669829,-4.642503288,3.903422463,3.563590625,1.098652623,-5.412605236,-0.350604276,4.968138756,-1.676410831,-0.394065504,0.810738572,-9.802243045,-9.035607105,-1.047334394,-8.310806689,-3.921189229,-2.756005404,-2.111882725,-0.192405266,-2.962712565,0.132787493,-2.036209518,0.62216814,-3.178005933,1.771713999,-1.872427995,-7.258458508,-2.138292786,1.329792881,0.110325024,-0.57642582,-3.894728573,1.01267175,-3.746116155,-2.737553304,-2.398650495,-4.009516658,2.055250247,-2.661828762,0.587911412,0.247578453,-4.866906293,-3.548165944,0.597665452,-4.587230699,2.756051326,-2.961567819,-3.542164148,-0.978566172,-0.531235391,-3.316544938,-1.296045499,-6.314142659,-1.963817272,-0.329895601,-7.830625405,-3.39384491,-1.760868881,-2.108077931,6.090967595,-4.600406094,3.824179553,-2.977512097,-1.892155747,-2.871736631,2.099046984,-3.587609064,0.16553474,-4.514681107,-6.566198356,0.654264182,-4.625568525,-1.136330924,-5.141622501,1.183177927,-7.894104322,-0.360242593,-5.00428736,-3.098025526,-4.517562168,-2.022204531,2.484019754,-0.955674561,-2.14477432,-1.1388241,-2.659970724,-0.391227912,-3.295993969,-2.59089252,2.578217483,-9.792905106,7.687077354,-0.563962931,-3.369566107,-3.590386883,2.244085412,-7.742600556,-0.7643936,-0.168269427,-0.441467742,-4.937494638,-3.576550997,-2.651309436,0.934026552,-8.469117421,-5.414841645,-4.632578832,-3.338453844,-3.632708976,-1.308777984,0.574227167,-1.526633005,-2.100813342,-6.318323095,1.640720103,-4.931078406,-2.38790154,-7.14421753,36.44,12,26.59,9.54,19.04,5.73,17.01,0.27
-7.061340265,-2.530889141,-4.912649874,-6.762239648,-2.264052193,-5.494630583,-2.506282099,-2.922967948,-6.460290786,-5.230851653,-5.407459764,-4.281987322,-4.034928178,-4.33233802,-3.98264127,-8.013607671,-2.484057696,-3.395243832,-2.474295827,-5.239145403,-4.948920652,-3.782097637,-4.802540099,-7.361013613,-3.040987455,-4.61682553,-4.956422286,-4.179071127,-2.790072343,-1.276055242,-0.224057893,-0.791215192,-1.789044553,0.325899828,-5.665176277,5.1021309,-2.083150191,-0.796656124,-3.292414032,-2.1653736,-2.47601011,-6.083570195,-4.887987818,-3.618988493,-1.720455701,-0.519527221,2.881621082,-5.004389092,-4.537970103,-1.033034225,-6.336781183,-3.077422713,-3.066681153,-1.52463456,-0.103897935,-1.126221742,-7.332337962,2.857027651,-6.521691336,-6.901417537,-4.375111012,-3.87921167,-5.895946614,-6.127544362,0.599874927,-3.396750685,-1.330370728,-4.480796387,-4.283701997,0.456880798,-4.418484415,-2.39055947,5.925155302,5.17841947,-6.263893501,-2.095991312,2.961406511,2.057582333,-6.527774277,-0.342410287,5.167717425,3.768022887,-4.950962691,2.90576115,-5.887010004,-4.093498509,-4.346380577,-8.80469248,-1.205592269,0.63127972,-0.734182475,-2.121542379,-0.615930871,0.090000931,6.112056764,3.770062261,-0.75028053,-4.516389572,3.751691564,3.548372251,2.696349658,-5.247068892,-1.663466107,5.140887215,-1.537298793,-2.699597618,0.098860169,-6.383819932,-8.94960107,-0.560024449,-6.731225044,-3.466241507,-4.58846827,-0.706301252,-0.373155872,-1.49323496,0.070063153,-1.514029013,1.41683669,-2.665805002,2.000899876,-2.145360372,-6.153175679,-5.319529676,2.849229927,-0.339690523,-1.200674012,-0.88406039,-0.99183092,-4.107096468,-2.871213511,-4.519669287,-3.440431034,0.364668001,-2.36588665,-0.314755711,0.746310108,-4.651828182,-4.094438693,1.376222042,-4.688836754,1.535973922,-3.953348714,-3.655431112,-1.095803028,-0.245606043,-3.541940423,-1.578765574,-6.63312733,-4.08543822,-0.440774738,-7.517392201,-4.241642865,-3.109660424,-2.273071719,5.485458877,-4.093874514,4.114842458,-3.433990413,-2.24984196,-3.602309751,2.483425354,-3.740000502,-1.02210254,-4.997927015,-6.308578525,0.866229358,-3.768828608,-1.935422585,-5.588468305,1.772014127,-8.789995919,-0.498638785,-5.414487056,-4.479567637,-5.796713531,-4.423673979,2.225677847,-1.355114419,-2.725799628,-0.724088871,-6.715203742,-2.977688769,-7.023601614,-1.832149019,2.118426866,-7.370093019,8.004755097,-1.69524085,-4.590854433,-3.492894012,0.737553467,-5.561697472,-1.291066141,-0.303976553,-1.367647251,-4.11260984,-3.623052804,-4.567690794,0.799617007,-7.635314801,-5.331451004,-4.727986522,-2.977775505,-2.75434256,-1.217295958,0.529019822,-3.88196877,-1.996151256,-5.39675067,1.180673285,-6.930671215,-1.965983531,-6.266434213,14.89,9.33,22.53,8.84,13.38,3.61,16.24,0.31
-7.120318521,-1.288750331,-2.318873747,-2.408516205,-6.375447788,-2.975791065,-2.382164453,-2.449967128,-6.02139957,-4.348696102,-5.126939489,-3.363279717,-2.802823151,-2.00259463,-4.265621424,-7.697375942,-1.639014447,-2.201804794,-1.266649158,-3.400096258,-5.245489181,-3.355483452,-0.134028524,-3.727623754,-3.93332008,-3.281507164,-8.993907122,-2.24000623,-5.022633726,-3.346905867,-0.05439702,-1.295493868,0.01793914,0.347682503,-4.936951325,5.262161437,-4.464673207,-0.440258592,0.542815901,-2.583776034,-1.691076645,-3.760319709,-2.675190023,-2.140147621,-5.434177251,-1.234856861,2.988037121,-2.998984331,-3.517412435,-0.4960152,-3.251987845,-2.028665249,-3.971390453,-2.326855223,-2.661367476,-2.951201189,-6.979456,2.391723599,-4.904452281,-3.500656216,-5.043150743,-6.384145853,-6.253073841,-4.556874338,1.245202703,-2.516162529,-2.022826641,-4.744197163,-3.370627167,-0.187892905,-3.086371265,-3.669318875,6.508701029,5.953764962,-6.0232512,-0.634688299,3.032212348,-0.378592338,-1.627144952,-0.338370486,5.183867903,4.707143716,-5.676342853,3.380846016,-0.215124469,-1.300116248,-2.480696289,-4.98576063,2.760969083,2.661679035,-1.728221379,-1.955908909,-1.208306633,-0.519493491,6.79714246,4.704309823,-2.546740756,-4.123294242,3.15275222,2.845444554,-1.985760636,-6.394493499,-0.115218485,4.570395357,-2.589937266,0.857595553,1.476601537,-5.921329486,-8.117678779,-1.352352454,-5.205347642,-3.652384665,-2.056439583,-1.839666775,-0.125436792,-1.725863749,-0.02391717,-2.266717701,-0.192985602,-3.601244033,1.092776723,-1.682547469,-4.619217791,-2.622605642,0.453363271,0.575508793,-0.511633889,-3.134007689,0.300520798,-3.649164494,-1.568825111,-1.847607638,-5.271294508,1.040817906,-2.828089678,0.549896666,-1.844160095,-5.081540243,-3.018088092,-0.594905343,-5.119328077,3.091031562,-2.602166246,-3.506148097,-1.455112844,-0.693270578,-5.364844015,-2.078729636,-5.820758309,-0.729795272,-1.072905005,-7.456519416,-1.754444839,-0.908029329,0.046336532,5.688859683,-2.959302098,2.514484149,-5.912723183,-4.150860906,-3.244678929,2.660890983,-3.425887359,-0.325141183,-4.319584581,-5.517847434,0.00046521,-5.395692276,0.214097956,-4.483667406,1.852540248,-8.084187332,-0.895486467,-5.143625975,-2.932015067,-5.105858654,-1.57260483,2.407559357,-1.781741369,-1.877266699,-1.992848575,-2.515565123,0.117543586,-1.978669917,-2.054544934,1.970867316,-6.464044402,7.594520681,-0.554376107,-3.889317263,-4.373675091,2.076603232,-8.201848421,-1.80325391,0.205896861,-0.769144738,-5.775323657,-2.914941544,-1.695467852,0.456335323,-8.918455301,-4.828831631,-5.559334962,-3.758262381,-5.186898158,-1.544246135,0.669507616,-1.781480194,-4.422727246,-6.222262638,1.959385959,-3.001491583,-1.594460811,-7.705281022,20.3,10.48,23.89,9.11,14.06,4.38,16.49,0.41
-7.606960454,-2.718478004,-3.508326639,-1.874962556,-3.694926438,-4.790799538,-1.850118133,-2.748091263,-6.805506064,-1.088588197,-5.192728127,-3.613900666,-2.047883759,-1.702519259,-3.233535846,-6.555091098,-0.647041186,-3.202913623,-2.407077709,-5.154572017,-4.899009654,-2.419891109,0.204712514,-3.203765668,-3.224243696,-2.649526588,-5.606316457,-3.082950421,-2.472827436,-5.20583705,-0.188942116,-0.311125827,-1.140723617,0.779618143,-6.493866926,5.173071115,-2.190132664,-1.117800503,4.407618121,-1.79735297,-1.59953255,-4.656758568,-3.838397906,-3.116711131,-2.4442813,2.328399423,4.458951598,-1.570865248,-3.293170316,-0.505003426,-6.305790789,-2.351324733,-3.811059848,-2.026297982,-2.31760011,0.291155132,-6.65542584,2.669193147,-5.330570048,-8.702820212,-4.163069568,-3.113962711,-4.673522588,-4.222022462,1.267428263,-3.19429978,-1.219804626,-3.748446437,-4.440187526,0.401418252,-3.50817627,-0.178241262,6.106518039,5.410384043,-5.3078832,-0.164520339,2.505700232,0.615860428,-7.581425244,0.026021875,4.539140054,4.010621088,-5.471800779,2.943277973,-5.578896447,-2.594056508,-2.979687045,-9.352539313,-1.858000816,1.80758522,-1.303016553,-1.946556894,-0.386236544,0.379481066,6.238818105,4.010961295,-0.841922937,-4.838397885,4.501813197,5.491462764,3.012065798,-5.728515269,-0.417171077,4.702247499,-1.07340812,-3.048758326,0.931872937,-5.105976254,-8.6485964,-0.20142376,-6.842941798,-3.428615608,-4.275019744,-0.314622276,0.523959497,-3.430039234,0.880090096,-1.415830611,1.426998455,-3.489651201,2.564167296,-1.875689807,-4.308144937,-2.866167677,1.538853558,-0.079064498,-1.11493551,-3.953654609,3.559656704,-4.464196833,-1.771767112,-3.270039416,-3.349168443,0.993768962,-1.661892805,0.834598127,0.506009673,-4.426482824,-3.05061852,2.036164652,-4.229687824,2.912907541,-2.938581831,-3.475764816,-0.511243093,-0.475213601,-4.282201173,-0.996172766,-4.881764509,-3.149989958,-0.262680291,-6.659427832,-2.949463242,-0.881886283,-0.751335424,5.932472859,-4.435032975,3.472622057,-1.699382915,0.779364088,-3.583324789,2.592039304,-3.521772446,2.683404155,-4.795195756,-4.119924274,1.391670378,-3.228448723,-0.239529992,-4.460118952,1.380801063,-7.773347376,-0.605793457,-4.412062815,-4.309192472,-4.531061026,-2.723880708,3.181184082,-1.290872801,-2.204009206,-1.737344472,-6.336431395,-0.67903427,0.107898434,-1.141481396,2.723150233,-3.970542874,8.24715628,2.214301145,-4.132848839,-3.983444599,4.51707786,-5.589674666,-1.34338932,-0.274060644,-0.727027074,-4.20901073,-3.817193837,-3.496048315,2.097557813,-6.613415436,-5.190796184,-4.612768552,-1.532857121,-3.059074302,-1.83287928,1.805378888,-3.637059943,-2.785505226,-4.945080481,2.587501927,-4.299271608,-2.405606536,-5.069131804,19.39,9.16,25,8.53,12.29,4.89,17.59,0.47
